slug,github_id,github_username,name,github_url,timestamp,checks_passed,checks_run,style50_score
cs50/problems/2019/x/vigenere,34738958,fazcv,,https://github.com/me50/fazcv/tree/22c0c11924e0d33a5c865e5220165d0ec66351da,"Wed, 07 Aug 2019 10:10:56PM +08",11,11,0.84375
