slug,github_id,github_username,name,github_url,timestamp,checks_passed,checks_run,style50_score
cs50/problems/2019/x/whodunit,34738958,fazcv,,https://github.com/me50/fazcv/tree/96a07b32233387459276504a52450e8a90cd4d2d,"Mon, 26 Aug 2019 11:32:07PM +08",3,3,0.9381443298969072
