slug,github_id,github_username,name,github_url,timestamp,checks_passed,checks_run,style50_score
cs50/problems/2019/x/resize/less,34738958,fazcv,,https://github.com/me50/fazcv/tree/c2a32e2898c3d3ef5df8d372eb7199acdbfa260d,"Sat, 21 Sep 2019 10:48:38PM +08",10,10,1
