slug,github_id,github_username,name,github_url,timestamp,checks_passed,checks_run,style50_score
cs50/problems/2019/x/recover,34738958,fazcv,,https://github.com/me50/fazcv/tree/b03c796e8eec9e1b6abee8dfb8f3eeffff97e76f,"Mon, 30 Sep 2019 12:58:41AM +08",6,6,1
