slug,github_id,github_username,name,github_url,timestamp,checks_passed,checks_run,style50_score
cs50/problems/2019/x/cash,34738958,fazcv,,https://github.com/me50/fazcv/tree/1c7b211c8b8dd4677c00f8440f5b763b3f87bf9f,"Sat, 03 Aug 2019 01:45:37PM +08",11,11,0.975609756097561
