slug,github_id,github_username,name,github_url,timestamp,checks_passed,checks_run,style50_score
cs50/problems/2019/x/hello,34738958,fazcv,,https://github.com/me50/fazcv/tree/b6e1a9ef62bec3d1333126a19d72016fda0814bd,"Wed, 31 Jul 2019 05:07:42PM +08",4,4,1
