slug,github_id,github_username,name,github_url,timestamp,checks_passed,checks_run,style50_score
cs50/problems/2019/x/mario/less,34738958,fazcv,,https://github.com/me50/fazcv/tree/558b314385b2eba96c5fbef4122bae17afa932bb,"Thu, 01 Aug 2019 11:23:46PM +08",7,10,0.3913043478260869
