slug,github_id,github_username,name,github_url,timestamp,checks_passed,checks_run,style50_score
cs50/problems/2020/x/runoff,34738958,fazcv,,https://github.com/me50/fazcv/tree/d94fe5a4341f6881c75fdc1f9807d2ad1706f6d8,"Thu, 28 May 2020 11:21:06PM +08",24,24,1
